id	C4	C13	C37	C50	C59	C75	C78	C86	C118	C123	C135	C160	C176	C190	C215	C245	C258	C259	C261	C262	C278	C289	C291	C321	C324	C338	C339	C341	C347	C402	C408	C436	C472	C475	C476	C481	C504	C1167	C1248	C1262	C1286	C1292	C1345	C1349	C1358	C1390	C1391	C1510	C1541	C1548	C1549	C1552	C1564	C1669	C1712	C1765	C1796	C1970	C1985	C2048	C2124	C2309	C2343	C2448	C2449	C2646	C2947	C3082	C3403	C3450	C3473	C3679	C3854	C3879	C3884	C4073	C4103	C4131	C4136
1225	0.756	0.540	0.008	0.053	0.002	0.212	0.053	0.005	0.214	0.009	0.001	0.205	0.104	0.003	0.000	0.001	0.000	0.002	0.011	0.001	0.999	0.004	0.106	0.167	0.021	0.000	0.000	0.000	0.551	0.000	0.001	0.246	0.001	0.078	0.012	0.005	0.000	0.127	0.002	0.004	0.001	0.001	0.184	0.098	0.001	0.003	0.033	0.001	0.000	0.002	0.000	0.000	0.000	0.069	0.001	0.000	0.002	0.002	0.005	0.000	0.000	0.075	0.055	0.682	0.027	0.032	0.000	0.000	0.011	0.001	0.010	0.007	0.000	0.004	0.032	0.000	0.057	0.995	0.932
1226	0.000	0.000	0.000	0.219	0.000	0.000	0.000	0.219	0.308	0.046	0.001	0.000	0.005	0.007	0.000	0.000	0.001	0.116	0.002	0.000	0.000	0.000	0.000	0.011	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.000	0.000	0.049	0.000	0.028	0.001	0.000	0.002	0.041	0.000	0.009	0.012	0.000	0.000	0.000	0.000	0.146	0.001	0.000	0.332	0.456	0.003	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.005	0.000	0.000	0.103	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.499	0.005	0.001	0.001	0.024
1227	0.000	0.000	0.003	0.384	0.002	0.000	0.000	0.055	0.049	0.158	0.040	0.000	0.672	0.125	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.273	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.001	0.003	0.050	0.000	0.014	0.582	0.000	0.065	0.000	0.000	0.020	0.014	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.208	0.000	0.000	0.010	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.011	0.000	0.011	0.001	0.061
1228	0.000	0.001	0.002	0.031	0.001	0.000	0.000	0.008	0.052	0.004	0.000	0.000	0.002	0.004	0.000	0.000	0.000	0.013	0.013	0.212	0.000	0.000	0.000	0.002	0.005	0.090	0.322	0.002	0.001	0.000	0.000	0.000	0.008	0.003	0.003	0.007	0.008	0.027	0.000	0.000	0.000	0.020	0.000	0.000	0.002	0.002	0.000	0.000	0.000	0.026	0.000	0.000	0.001	0.028	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.020	0.001	0.203	0.002	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.020
1230	0.000	0.678	0.002	0.016	0.001	0.747	0.041	0.002	0.017	0.001	0.000	0.870	0.029	0.017	0.004	0.012	0.000	0.000	0.005	0.000	0.999	0.121	0.214	0.018	0.015	0.000	0.000	0.000	0.679	0.000	0.000	0.054	0.003	0.828	0.002	0.001	0.000	0.036	0.001	0.145	0.000	0.018	0.867	0.041	0.001	0.001	0.040	0.234	0.019	0.000	0.000	0.000	0.000	0.080	0.003	0.053	0.014	0.044	0.018	0.000	0.012	0.019	0.048	0.468	0.059	0.842	0.000	0.000	0.001	0.000	0.001	0.029	0.052	0.056	0.033	0.000	0.052	0.991	0.729
1232	0.000	0.000	0.001	0.134	0.001	0.000	0.000	0.078	0.049	0.016	0.003	0.000	0.066	0.110	0.107	0.000	0.000	0.000	0.002	0.006	0.000	0.000	0.000	0.039	0.109	0.001	0.003	0.004	0.000	0.000	0.000	0.000	0.005	0.001	0.001	0.056	0.000	0.164	0.042	0.000	0.003	0.002	0.000	0.101	0.002	0.001	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.021	0.008	0.014	0.000	0.000	0.005	0.000	0.004	0.000	0.121	0.000	0.000	0.035	0.000	0.001	0.004	0.000	0.002	0.000	0.013	0.000	0.049	0.000	0.087	0.001	0.198
1233	0.899	0.306	0.004	0.009	0.003	0.980	0.063	0.027	0.090	0.004	0.004	0.671	0.028	0.010	0.001	0.074	0.001	0.000	0.006	0.001	0.998	0.702	0.916	0.055	0.002	0.000	0.000	0.002	0.303	0.001	0.001	0.378	0.000	0.222	0.010	0.009	0.000	0.065	0.001	0.031	0.004	0.025	0.984	0.011	0.001	0.005	0.001	0.005	0.017	0.001	0.000	0.000	0.005	0.074	0.000	0.000	0.180	0.001	0.003	0.001	0.000	0.053	0.008	0.492	0.210	0.392	0.000	0.000	0.006	0.000	0.003	0.003	0.000	0.068	0.057	0.003	0.024	0.998	0.892
1234	0.000	0.000	0.000	0.044	0.000	0.000	0.000	0.008	0.012	0.001	0.000	0.000	0.001	0.000	0.014	0.000	0.000	0.000	0.000	0.055	0.000	0.000	0.000	0.001	0.731	0.007	0.009	0.061	0.000	0.000	0.000	0.000	0.084	0.000	0.000	0.003	0.001	0.074	0.000	0.000	0.000	0.008	0.000	0.000	0.026	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.089	0.056	0.000	0.000	0.000	0.630	0.000	0.000	0.000	0.001	0.000	0.000	0.079	0.003	0.103	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.005
1235	0.036	0.000	0.000	0.013	0.000	0.002	0.001	0.003	0.016	0.000	0.000	0.001	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.001	0.000	0.008	0.005	0.000	0.002	0.002	0.000	0.001	0.000	0.038	0.000	0.000	0.000	0.002	0.000	0.000	0.005	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.011	0.001	0.001	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.001	0.123	0.000	0.001	0.000	0.004	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.003	0.008
1236	0.000	0.000	0.005	0.054	0.000	0.000	0.000	0.036	0.053	0.002	0.000	0.001	0.015	0.007	0.153	0.000	0.000	0.003	0.002	0.001	0.000	0.000	0.000	0.020	0.543	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.087	0.001	0.001	0.016	0.001	0.027	0.001	0.000	0.000	0.015	0.000	0.050	0.005	0.000	0.000	0.000	0.001	0.004	0.000	0.000	0.005	0.558	0.152	0.065	0.000	0.000	0.004	0.003	0.014	0.000	0.018	0.000	0.000	0.042	0.000	0.000	0.005	0.000	0.001	0.001	0.063	0.000	0.047	0.006	0.007	0.001	0.023
1237	0.000	0.007	0.010	0.024	0.000	0.002	0.001	0.017	0.040	0.005	0.001	0.008	0.002	0.160	0.016	0.000	0.001	0.009	0.011	0.001	1.000	0.001	0.000	0.003	0.012	0.000	0.001	0.000	0.007	0.000	0.000	0.002	0.005	0.002	0.002	0.003	0.001	0.637	0.000	0.000	0.000	0.021	0.002	0.005	0.001	0.001	0.698	0.714	0.000	0.004	0.000	0.000	0.003	0.114	0.006	0.148	0.000	0.378	0.000	0.023	0.146	0.001	0.009	0.384	0.003	0.277	0.000	0.000	0.005	0.000	0.002	0.144	0.176	0.000	0.020	0.001	0.058	0.970	0.166
1238	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.033	0.043	0.002	0.000	0.000	0.000	0.001	0.029	0.000	0.000	0.124	0.001	0.002	0.000	0.000	0.000	0.000	0.037	0.000	0.002	0.002	0.000	0.000	0.000	0.000	0.032	0.000	0.000	0.011	0.002	0.120	0.000	0.000	0.000	0.618	0.000	0.001	0.013	0.000	0.000	0.000	0.001	0.153	0.000	0.000	0.154	0.443	0.027	0.016	0.000	0.000	0.000	0.099	0.005	0.000	0.001	0.000	0.000	0.015	0.000	0.001	0.000	0.000	0.000	0.000	0.016	0.000	0.157	0.347	0.000	0.000	0.014
1239	0.922	0.045	0.000	0.003	0.000	0.030	0.002	0.004	0.006	0.000	0.000	0.112	0.000	0.001	0.000	0.001	0.000	0.000	0.001	0.000	0.999	0.013	0.009	0.000	0.001	0.000	0.000	0.000	0.043	0.000	0.000	0.005	0.000	0.042	0.000	0.001	0.000	0.154	0.000	0.001	0.000	0.009	0.013	0.000	0.001	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.001	0.000	0.672	0.503	0.203	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.001	0.000	0.001	0.759	0.052
1240	0.000	0.000	0.000	0.736	0.000	0.000	0.000	0.010	0.030	0.001	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.001	0.007	0.000	0.000	0.000	0.000	0.012	0.000	0.002	0.017	0.000	0.000	0.000	0.000	0.044	0.001	0.000	0.005	0.000	0.025	0.000	0.000	0.000	0.003	0.000	0.000	0.058	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.026	0.040	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.343	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.007
1241	0.000	0.000	0.125	0.006	0.001	0.000	0.000	0.012	0.007	0.003	0.007	0.000	0.003	0.003	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.010	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.009	0.009	0.000	0.023	0.000	0.000	0.019	0.013	0.000	0.003	0.000	0.003	0.000	0.000	0.883	0.000	0.000	0.000	0.000	0.106	0.000	0.009	0.000	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.032	0.000	0.000	0.007	0.000	0.002	0.000	0.004	0.000	0.003	0.001	0.002	0.000	0.019
1242	0.000	0.028	0.007	0.079	0.001	0.997	0.001	0.020	0.017	0.003	0.000	0.939	0.236	0.117	0.012	0.001	0.000	0.001	0.003	0.000	0.999	0.457	0.986	0.188	0.003	0.000	0.000	0.000	0.027	0.000	0.000	0.004	0.001	0.010	0.004	0.008	0.000	0.020	0.002	0.000	0.000	0.003	0.998	0.341	0.000	0.001	0.000	0.001	0.026	0.001	0.000	0.000	0.003	0.011	0.001	0.000	0.001	0.000	0.003	0.005	0.000	0.001	0.583	0.055	0.003	0.311	0.000	0.000	0.004	0.000	0.002	0.000	0.000	0.000	0.592	0.003	0.484	0.998	0.904
1243	0.000	0.291	0.002	0.006	0.001	0.984	0.864	0.004	0.029	0.010	0.001	0.722	0.139	0.024	0.002	0.924	0.001	0.000	0.022	0.000	1.000	0.950	0.868	0.164	0.001	0.000	0.000	0.000	0.280	0.000	0.000	0.927	0.000	0.170	0.003	0.004	0.000	0.036	0.003	0.209	0.001	0.002	0.983	0.029	0.001	0.001	0.005	0.010	0.002	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.963	0.001	0.001	0.000	0.000	0.911	0.100	0.761	0.560	0.586	0.000	0.000	0.019	0.000	0.001	0.007	0.000	0.125	0.008	0.000	0.229	0.997	0.970
1244	0.000	0.000	0.004	0.045	0.002	0.000	0.000	0.080	0.059	0.014	0.012	0.000	0.119	0.482	0.008	0.000	0.000	0.003	0.008	0.000	0.000	0.000	0.000	0.117	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.000	0.004	0.041	0.000	0.636	0.018	0.000	0.011	0.039	0.000	0.194	0.006	0.002	0.438	0.005	0.000	0.002	0.000	0.000	0.006	0.058	0.011	0.000	0.000	0.125	0.003	0.000	0.000	0.000	0.194	0.000	0.000	0.284	0.000	0.000	0.017	0.000	0.003	0.293	0.000	0.000	0.300	0.000	0.490	0.001	0.055
1245	0.227	0.026	0.000	0.006	0.000	0.010	0.010	0.002	0.005	0.000	0.000	0.019	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.826	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.852	0.000	0.015	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.000	0.021	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.810	0.896
1246	0.000	0.000	0.004	0.060	0.002	0.000	0.000	0.033	0.382	0.016	0.012	0.000	0.814	0.400	0.047	0.000	0.000	0.117	0.237	0.000	0.000	0.000	0.000	0.882	0.212	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.001	0.003	0.008	0.000	0.089	0.437	0.000	0.077	0.035	0.000	0.695	0.005	0.002	0.182	0.123	0.000	0.049	0.005	0.000	0.012	0.332	0.006	0.034	0.000	0.004	0.142	0.048	0.037	0.000	0.591	0.000	0.000	0.254	0.000	0.000	0.018	0.000	0.003	0.068	0.039	0.000	0.037	0.009	0.325	0.000	0.019
1247	0.000	0.000	0.024	0.053	0.015	0.000	0.000	0.024	0.101	0.010	0.010	0.000	0.430	0.313	0.042	0.000	0.000	0.284	0.189	0.001	0.000	0.000	0.000	0.462	0.588	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.002	0.018	0.013	0.000	0.188	0.119	0.000	0.069	0.009	0.000	0.320	0.009	0.010	0.151	0.017	0.000	0.205	0.004	0.000	0.022	0.117	0.006	0.006	0.000	0.006	0.210	0.090	0.003	0.000	0.365	0.000	0.000	0.090	0.000	0.000	0.011	0.000	0.017	0.049	0.006	0.000	0.047	0.002	0.307	0.001	0.146
1248	0.000	0.000	0.044	0.059	0.011	0.000	0.000	0.015	0.037	0.037	0.009	0.000	0.003	0.141	0.036	0.000	0.001	0.857	0.056	0.000	0.000	0.000	0.000	0.004	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.000	0.070	0.009	0.000	0.269	0.000	0.000	0.007	0.423	0.000	0.012	0.001	0.013	0.160	0.390	0.000	0.908	0.000	0.000	0.907	0.095	0.006	0.013	0.000	0.022	0.000	0.940	0.009	0.000	0.002	0.000	0.000	0.031	0.000	0.000	0.026	0.000	0.032	0.024	0.019	0.000	0.888	0.659	0.030	0.000	0.010
1249	0.000	0.000	0.000	0.402	0.000	0.000	0.000	0.478	0.537	0.014	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.004	0.001	0.000	0.000	0.000	0.001	0.010	0.001	0.003	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.159	0.000	0.020	0.000	0.000	0.000	0.008	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.155	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.391	0.000	0.000	0.001	0.023
1250	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.002	0.032	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.996	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.000	0.009	0.000	0.000	0.000	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.971	0.997	0.000	0.000	0.993	0.199	0.001	0.011	0.000	0.000	0.000	0.994	0.002	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.011	0.000	0.977	0.974	0.000	0.000	0.002
1252	0.000	0.303	0.001	0.029	0.001	0.006	0.001	0.014	0.028	0.001	0.001	0.013	0.016	0.067	0.410	0.000	0.001	0.508	0.002	0.000	0.996	0.000	0.000	0.014	0.046	0.000	0.000	0.000	0.302	0.000	0.000	0.001	0.014	0.621	0.006	0.005	0.000	0.042	0.002	0.000	0.001	0.231	0.006	0.028	0.006	0.004	0.000	0.001	0.441	0.501	0.000	0.000	0.488	0.208	0.014	0.088	0.000	0.001	0.010	0.439	0.030	0.000	0.052	0.292	0.018	0.146	0.000	0.000	0.001	0.000	0.002	0.000	0.062	0.000	0.599	0.017	0.056	0.282	0.018
1253	0.000	0.702	0.024	0.057	0.011	0.085	0.025	0.014	0.107	0.020	0.011	0.609	0.078	0.075	0.001	0.003	0.002	0.007	0.051	0.000	1.000	0.013	0.063	0.141	0.016	0.000	0.000	0.000	0.706	0.000	0.000	0.034	0.003	0.793	0.024	0.009	0.001	0.373	0.003	0.008	0.006	0.191	0.082	0.013	0.005	0.009	0.126	0.009	0.001	0.002	0.001	0.002	0.005	0.415	0.001	0.001	0.005	0.026	0.021	0.000	0.001	0.023	0.007	0.878	0.252	0.470	0.000	0.000	0.029	0.000	0.007	0.098	0.002	0.012	0.034	0.001	0.031	0.981	0.719
1254	0.000	0.000	0.084	0.024	0.002	0.000	0.000	0.019	0.033	0.035	0.484	0.000	0.003	0.356	0.000	0.000	0.000	0.000	0.069	0.000	0.000	0.000	0.000	0.024	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.009	0.011	0.000	0.027	0.001	0.000	0.411	0.000	0.000	0.005	0.003	0.006	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.002	0.000	0.000	0.022	0.000	0.002	0.000	0.000	0.000	0.010	0.000	0.029	0.000	0.019
1255	0.000	0.000	0.002	0.117	0.000	0.000	0.000	0.011	0.011	0.002	0.007	0.000	0.970	0.440	0.593	0.000	0.000	0.000	0.142	0.000	0.000	0.000	0.000	0.943	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.001	0.003	0.000	0.041	0.577	0.000	0.015	0.002	0.000	0.966	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.047	0.005	0.008	0.000	0.003	0.105	0.000	0.003	0.000	0.696	0.000	0.000	0.164	0.000	0.000	0.002	0.000	0.000	0.004	0.008	0.000	0.015	0.003	0.054	0.000	0.012
1256	0.000	0.000	0.004	0.049	0.001	0.000	0.000	0.032	0.013	0.004	0.001	0.000	0.004	0.005	0.616	0.000	0.000	0.022	0.014	0.100	0.000	0.000	0.000	0.004	0.267	0.006	0.078	0.089	0.000	0.000	0.000	0.000	0.371	0.001	0.002	0.008	0.019	0.093	0.001	0.000	0.001	0.048	0.000	0.012	0.297	0.001	0.000	0.000	0.001	0.009	0.002	0.000	0.006	0.021	0.190	0.050	0.000	0.000	0.004	0.005	0.006	0.000	0.006	0.000	0.000	0.040	0.002	0.039	0.002	0.000	0.002	0.000	0.046	0.000	0.002	0.003	0.002	0.000	0.019
1257	0.000	0.000	0.001	0.189	0.000	0.000	0.000	0.243	0.213	0.017	0.000	0.001	0.003	0.000	0.007	0.000	0.001	0.039	0.008	0.011	0.000	0.000	0.000	0.006	0.752	0.002	0.002	0.007	0.000	0.000	0.000	0.000	0.308	0.001	0.001	0.037	0.002	0.219	0.000	0.000	0.000	0.253	0.000	0.006	0.176	0.000	0.000	0.000	0.000	0.009	0.015	0.005	0.002	0.494	0.119	0.004	0.000	0.001	0.418	0.001	0.001	0.000	0.003	0.000	0.000	0.582	0.000	0.003	0.007	0.000	0.001	0.002	0.003	0.000	0.040	0.000	0.001	0.001	0.025
1258	0.000	0.000	0.007	0.211	0.000	0.000	0.000	0.015	0.556	0.003	0.003	0.001	0.350	0.015	0.000	0.000	0.000	0.006	0.041	0.000	0.000	0.000	0.000	0.445	0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.005	0.013	0.000	0.381	0.022	0.000	0.013	0.016	0.000	0.423	0.001	0.002	0.013	0.000	0.000	0.001	0.001	0.000	0.001	0.070	0.000	0.000	0.000	0.034	0.002	0.000	0.000	0.000	0.080	0.000	0.000	0.281	0.000	0.000	0.003	0.000	0.002	0.081	0.000	0.000	0.159	0.000	0.009	0.002	0.085
1259	0.000	0.000	0.000	0.806	0.000	0.000	0.000	0.011	0.018	0.001	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.000	0.001	0.005	0.000	0.000	0.000	0.000	0.020	0.000	0.001	0.008	0.000	0.000	0.000	0.000	0.017	0.001	0.000	0.004	0.000	0.023	0.000	0.000	0.000	0.002	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.017	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.302	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006
1260	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.042	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.996	0.000	0.000	0.000	0.000	0.111	0.000	0.953	0.000	0.000	0.000	0.000	0.920	0.000	0.000	0.000	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.950	0.000	0.000	0.000	0.000	0.000	0.003
1261	0.000	0.000	0.009	0.052	0.004	0.000	0.000	0.104	0.343	0.030	0.174	0.002	0.156	0.038	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.321	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.001	0.004	0.041	0.000	0.013	0.168	0.000	0.773	0.003	0.000	0.099	0.014	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.101	0.002	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.003	0.000	0.000	0.009	0.000	0.000	0.031	0.000	0.002	0.000	0.000	0.000	0.070	0.000	0.003	0.001	0.046
1262	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.239	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.863	0.000	0.000	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.034	0.000	0.000	0.000	0.708	0.000	0.000	0.000	0.000	0.000	0.000	0.997	0.132	0.694	0.000	0.010	0.511	0.000	0.315	0.000	0.000	0.000	0.447	0.301	0.000	0.000	0.000	0.000	0.300	0.000	0.000	0.000	0.000	0.000	0.000	0.356	0.000	0.000	0.003	0.001	0.000	0.002
1263	0.000	0.000	0.001	0.029	0.000	0.000	0.000	0.004	0.020	0.001	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.008	0.001	0.571	0.000	0.000	0.000	0.001	0.919	0.145	0.689	0.587	0.000	0.000	0.000	0.000	0.219	0.000	0.001	0.004	0.139	0.013	0.000	0.000	0.000	0.012	0.000	0.000	0.024	0.001	0.000	0.000	0.000	0.001	0.008	0.000	0.000	0.070	0.299	0.001	0.000	0.000	0.283	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.243	0.097	0.001	0.000	0.002	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.005
1264	0.000	0.000	0.072	0.058	0.004	0.000	0.000	0.044	0.036	0.146	0.060	0.000	0.033	0.120	0.007	0.000	0.003	0.286	0.201	0.000	0.000	0.000	0.000	0.022	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.000	0.005	0.025	0.000	0.021	0.028	0.000	0.151	0.123	0.000	0.048	0.004	0.003	0.151	0.122	0.001	0.249	0.003	0.000	0.269	0.337	0.003	0.026	0.000	0.002	0.029	0.318	0.028	0.000	0.007	0.000	0.000	0.006	0.000	0.000	0.148	0.000	0.010	0.004	0.019	0.000	0.249	0.161	0.041	0.000	0.035
1265	0.000	0.319	0.000	0.026	0.000	0.847	0.952	0.007	0.021	0.001	0.000	0.008	0.000	0.000	0.012	0.784	0.000	0.003	0.000	0.002	1.000	0.939	0.058	0.000	0.362	0.000	0.000	0.002	0.321	0.988	0.970	0.969	0.002	0.029	0.000	0.002	0.000	0.032	0.000	0.478	0.000	0.065	0.837	0.000	0.001	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.005	0.069	0.003	0.015	0.936	0.000	0.000	0.003	0.010	0.949	0.000	0.950	0.927	0.715	0.000	0.002	0.000	0.981	0.000	0.000	0.012	0.154	0.060	0.002	0.000	0.947	0.854
1266	0.000	0.000	0.005	0.018	0.000	0.000	0.000	0.003	0.054	0.001	0.009	0.000	0.888	0.025	0.228	0.000	0.000	0.992	0.150	0.000	0.000	0.000	0.000	0.890	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.003	0.001	0.000	0.012	0.039	0.000	0.013	0.038	0.000	0.886	0.001	0.001	0.000	0.000	0.000	0.995	0.000	0.000	0.981	0.061	0.001	0.003	0.000	0.000	0.036	0.994	0.001	0.000	0.135	0.000	0.000	0.012	0.000	0.000	0.001	0.000	0.001	0.000	0.002	0.000	0.711	0.849	0.002	0.000	0.006
1267	0.000	0.000	0.001	0.056	0.000	0.000	0.000	0.043	0.719	0.002	0.001	0.000	0.003	0.000	0.000	0.000	0.889	0.881	0.000	0.002	0.000	0.000	0.000	0.006	0.010	0.001	0.004	0.001	0.000	0.000	0.000	0.000	0.092	0.001	0.001	0.039	0.000	0.027	0.000	0.000	0.000	0.734	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.003	0.004	0.896	0.003	0.364	0.077	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.000	0.001	0.001	0.000	0.001	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.008
1269	0.000	0.000	0.000	0.010	0.000	0.000	0.000	0.001	0.005	0.001	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.016	0.000	0.065	0.000	0.000	0.000	0.000	0.873	0.030	0.003	0.105	0.000	0.000	0.000	0.000	0.095	0.000	0.000	0.000	0.038	0.017	0.000	0.000	0.000	0.314	0.000	0.000	0.026	0.000	0.000	0.000	0.918	0.001	0.037	0.000	0.001	0.221	0.042	0.705	0.000	0.000	0.004	0.009	0.400	0.000	0.000	0.000	0.000	0.043	0.004	0.013	0.000	0.000	0.000	0.000	0.704	0.000	0.000	0.000	0.000	0.000	0.003
1270	0.000	0.013	0.000	0.022	0.000	0.881	0.009	0.003	0.024	0.002	0.000	0.556	0.042	0.016	0.020	0.001	0.000	0.001	0.001	0.001	0.994	0.943	0.863	0.033	0.023	0.002	0.000	0.002	0.013	0.000	0.000	0.009	0.043	0.058	0.001	0.002	0.000	0.217	0.004	0.000	0.000	0.012	0.863	0.171	0.009	0.000	0.000	0.001	0.002	0.000	0.000	0.000	0.001	0.043	0.025	0.000	0.001	0.000	0.026	0.000	0.000	0.010	0.098	0.011	0.003	0.510	0.000	0.000	0.001	0.000	0.000	0.001	0.000	0.003	0.010	0.000	0.081	0.705	0.396
1271	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.001	0.185	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.995	0.991	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.003	0.000	0.000	0.002	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.078	0.000	0.001	0.000	0.998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001
