id	cid
2615	91331906
262	59841759
839	74300
2596	54414651
1274	21672440
4743	23024589
2910	1020021
2611	84346103
4691	101773208
2989	102509218
290	129292972
4381	15053048
2258	21999716
4106	69230068
1093	57096702
4733	135680903
1353	10578229
2057	16681477
62	6950
1307	89854963
4799	89003678
2872	87502872
4183	87502874
577	10257947
736	21863388
710	11004866
2609	19876729
1362	854
2351	117064155
3725	139260694
4559	23469781
2558	100998031
2867	138123909
3244	88886176
4079	3286905
411	87621205
3011	88807587
454	79737
3934	12994357
2477	58455900
4398	70106725
2190	21844891
2280	131839510
794	70636947
4827	102056149
1021	131734193
4397	101186593
3535	10633211
93	20607152
1466	45359564
2412	101044994
2367	3023141
2193	16663321
3667	87265197
1056	138506198
1542	134344266
192	67251
3348	68185762
1924	332
2507	580768
2669	136643102
4216	25152066
4180	10667455
2060	101079849
3673	71328459
610	5192
3640	14178864
1918	88921881
4107	1064
1373	93045
857	53671740
4878	121288689
3205	11231091
602	130210078
3621	89479175
1715	25225302
3303	226565
4136	129775689
2310	102085400
3985	101630310
3454	71404987
2683	87095126
2279	57055840
1874	21523588
234	657101
1407	129024025
2144	101858934
4892	13791911
3393	15016
3638	118052403
3013	83697
975	71298094
3625	126529250
3792	44542154
1396	129839963
4645	1194573
52	69769728
1265	9981470
4148	11432950
4460	90341227
314	59760914
1179	57098419
3268	70500985
3601	12966142
427	100962726
2054	17607401
3926	102161565
215	59125143
860	289
251	88710766
1311	126497797
2714	87590756
1661	71404987
2552	101420745
1339	18934125
4778	68025035
254	101414433
2001	49873667
3548	129730468
799	11008413
1496	134826974
2017	66815470
734	57104312
3608	88852604
3059	10459
3631	96255
4137	20243435
1809	11039732
3314	90826027
2588	12431725
4084	44596939
2424	102
4860	601227
1044	75534905
688	54512409
2462	22177431
147	83103
3008	54139711
3309	58644831
2834	59976839
2479	5490915
4605	534955
202	93133
1401	10706170
1786	44558914
1308	3084996
268	57935501
300	15489509
731	10484816
4461	276320
1328	103223987
3158	59138387
373	49793750
583	58226494
629	11753020
4144	67786983
4038	11249081
525	23340
1947	23052246
1971	87688658
1462	90479638
1645	72696439
165	2728799
1421	23727484
3002	113896077
4596	88552820
1392	101
2295	10844824
2818	90885576
263	13213508
852	23469781
1676	1014843
3989	44715469
108	96255
1861	14237625
1469	458186
4396	121000180
3491	14312558
4640	11417639
2564	151398
4351	57104312
2163	130925634
1248	10579468
1885	102588685
4123	90111729
763	130340957
586	22634722
3434	133825690
3070	12867463
3149	68417308
88	126186687
3486	123895906
3345	137483459
3761	14363598
4729	59648930
4808	72205478
3671	3055774
2644	122530227
2586	89318782
1763	68417744
2737	88714498
1171	118017008
309	150875
4480	52950764
990	123986139
2031	22987317
4875	97381
3677	131837689
1224	91846701
2617	1064
2264	11049395
1361	130944292
3352	2750949
815	130113644
1157	131853038
1982	101840053
2022	87376157
4850	21721987
1178	14375930
271	90579
358	60112565
2103	22347809
622	91557427
2603	10240874
588	91857796
3439	130024613
4519	129639883
2719	101720169
980	87519125
3311	323
2514	90153907
1660	69122030
2024	23321677
4554	16086631
4730	131185766
4698	21430878
2767	68420042
2467	88372717
2888	18924162
4234	53924088
4047	10701904
3678	476785
4387	90929205
1639	87660974
2493	11315393
1378	10458
3186	23431465
1127	129668565
3255	101947400
2427	10032513
4604	59051240
2256	89423018
437	45783154
1642	91883670
998	121439
2975	46195533
1006	378532
1978	1072
708	91691958
98	58070895
3449	85878273
625	601227
2175	59445770
1627	57409811
199	90873867
3862	11038058
4767	174003
1911	246728
1973	14563725
1475	9476
2208	60070705
2441	76684513
82	18037434
121	5282929
3986	44258258
667	23455369
1278	58455900
2220	21770829
4321	91180040
1601	11399821
3014	90182108
863	87749491
370	13099240
1992	20571653
3949	101673617
535	838833
391	21491150
1795	11972394
1855	101937519
4579	21768540
1104	118014866
3723	102271252
2871	20437147
1507	72197000
2359	118711241
2576	68689625
4418	45359866
1765	88550598
3410	10154119
4565	101605266
1303	21565262
3547	2728829
4109	23469783
4717	129722533
3247	58625795
4133	137381155
184	26613
343	101787776
2104	85878273
92	79362
2541	70905901
3221	526670
1082	134442365
1790	10921854
1387	117979245
779	129720675
703	11009124
3665	57562325
3438	138269189
4048	89519449
3994	118406314
855	158641
1694	131834349
2490	130184953
2774	53684887
2790	11113933
1337	59890724
1695	117071915
142	136901192
594	88789836
2239	66825000
2740	25061726
2555	23827764
1332	59889567
2841	89277220
2023	4267250
3157	70500985
4659	101340238
3180	87253044
3432	117713693
3927	70637109
3197	58100822
1512	76970261
3990	54030538
1872	88550598
615	59350312
1029	10652906
2409	56945852
1899	2266
284	100956329
1005	11419564
4342	59648930
940	102023794
1696	19019078
3188	57283971
2079	11450603
4788	18539716
1121	17995993
776	44542154
2009	56981069
2124	21420761
3481	91458
1586	24971459
325	101017456
420	87724024
1037	15981164
605	11481037
955	89150877
2000	66676332
1233	11541495
4447	69993246
527	10256987
3093	46705465
267	7870788
1438	133562194
3465	23340
570	9973796
1182	17607401
1562	11787150
2137	130206801
1723	643387
2529	6325759
1718	90219109
3952	11668737
2288	164893
983	12047161
266	54070791
1520	90873867
1513	91855861
747	136026604
3507	24879178
4425	18252525
1389	13101042
1359	101609020
1185	59760914
1443	23469783
859	89003678
2097	11641026
3164	70015464
2299	70775
4023	24318699
3424	130024613
3983	54362893
4338	71404987
1243	101051061
273	10914066
3514	121232651
1256	123507524
1539	100948014
3666	54423211
4185	91180040
3415	6998
4312	102069297
1043	10179872
135	117854909
1445	181681
3891	73775737
1791	134295427
2864	14539318
521	101128590
4870	102066182
1893	21630008
1118	14055559
3246	12309039
1439	11753020
1508	94180
2985	88965917
1334	91691958
245	57022431
3134	340
3978	88552820
3291	13600111
658	51136396
58	87683703
1080	135334495
2410	11176650
702	134129713
2955	117837212
642	90035428
4765	57086086
778	5312888
3617	318200
3080	87361750
3028	25225816
1607	11080571
572	101827617
1834	58205586
2850	53326469
2943	126728589
3550	132192070
3984	11564903
876	5320519
1455	10966246
1486	22024010
905	68417694
67	99984
3568	12443391
2004	21430879
2584	9549210
4131	2266
555	53885615
2840	129652288
2770	91021444
2951	26211419
1954	14466051
1070	7253
2982	15081291
523	87842629
2041	21591416
4472	87235767
1633	123214532
880	89342767
4251	11719799
3044	87352860
4507	90442771
3162	5319224
532	87724024
1102	129671092
3040	129602146
4212	46184311
4089	18398535
1820	19876729
3153	138736419
168	153001
59	118488808
117	136017178
1609	59928169
1211	88886176
4556	5192
1036	181681
561	161276
4837	90179178
1984	10816899
3493	130464321
2438	256293
475	15318166
380	21578588
4247	131844296
1289	102600850
717	126735973
3596	21430879
657	6538957
1092	91846250
957	19993526
2048	23827764
3500	101924902
1524	581087
3604	2748026
1788	54414651
1667	89382056
112	22731688
3977	10522356
788	59237692
593	90695308
4589	70686986
2574	102107503
2870	61875
2159	69687
39	5312768
4217	25008919
2397	122202643
3163	57451733
2716	23469781
3039	12128133
3349	73557002
2334	1255315
4628	23052242
1821	23218935
858	89342767
2997	13550670
3347	75534905
4828	13915243
214	85865608
4070	11080571
43	69332609
3533	102076958
2301	57458812
1534	89150877
2978	88716846
3137	102071927
2874	101596950
654	5320519
1922	87502874
1073	19780591
4709	89102979
1406	70908791
4758	67786983
1503	59770639
4455	9894924
2170	101168804
3648	123348672
3718	11175011
347	107848
124	3083831
4623	53670490
913	20569534
1220	102588685
2520	53793784
341	25015668
2796	5192
1714	59869235
1707	2728799
2203	101017343
1717	44456792
2043	44223578
920	12306951
4822	18512492
2657	12400820
1692	9825911
4368	18239162
3470	90228583
56	5282986
2335	24823480
2160	89353847
3549	21932022
516	129725981
2037	88302477
981	11753020
2426	58498476
4134	91853354
1410	131230563
472	87692338
655	16681337
4558	156634
1619	53494956
1012	53798484
2508	90703702
34	67816339
947	57261109
4272	21594166
3106	67971967
3531	118420837
395	78997
125	11116671
1402	10332424
689	101026705
1138	11673776
4845	5289384
463	91844948
3272	519541
1354	89003678
1214	54755151
2415	100929805
4606	23344493
4005	854
4467	45783154
1652	85844519
1782	68329907
384	13485913
3898	102203236
2759	136814424
61	20112135
4359	16523
369	24800195
2347	61564415
3633	130210078
2374	16663321
4445	124085184
3650	91848663
3333	124021
956	101066520
1552	89150877
3172	24999049
4156	101894249
834	76720
531	123533733
2971	10097671
1720	56981812
2237	89512875
4152	443265
3737	440751
4292	58498476
4283	19045023
3721	9859216
916	121445406
2654	21593277
4735	11260637
1433	71128180
1249	54707939
2754	21482421
4849	57605246
3273	90479638
4607	60204144
1910	55755429
3375	90871208
2960	101924902
595	5324654
2499	58100822
3817	87876495
4288	1143
4103	20163313
3267	101119960
3446	49668676
146	49819184
786	102509218
868	23052242
3124	101666176
2226	51136413
2065	45039321
1030	59172484
2350	83697
3476	71373801
1990	57710475
2338	122693355
4268	9801713
3941	122213596
2219	22955628
1685	6325724
3075	68420042
2926	3084276
1150	132139798
2358	117979187
691	10579468
4738	2266
713	91557427
4305	19882770
228	129716974
3048	6335155
4819	21432362
3518	75534905
2962	129845678
4337	130184953
581	101804262
430	129711857
4007	67290023
37	88074589
3167	17607401
1484	91095206
3023	219934
1365	9859581
1798	89423018
1620	131738878
78	102037189
3696	10367775
4462	12047161
1100	11673776
949	69122434
4279	129926299
2976	126549821
2639	101996850
2666	118165839
4453	123643546
2011	11981586
3442	127029358
3746	58226494
4145	68216896
1306	8365
3800	94176
897	19910317
201	301590
4502	24180383
132	13101620
861	101530051
4629	89871421
1574	88369568
2474	22987317
4110	44259892
2647	134322036
3239	13935238
4348	118135673
1358	137069068
3838	442686
38	117895716
1129	10371444
3005	57378236
1958	22457128
721	21591416
904	102022915
3719	90308398
3736	89843844
2425	194457
1482	102588685
1206	131704435
294	89630266
3582	123844056
4713	129671092
96	9803073
3102	11651203
203	87746091
3457	22760311
1735	57231234
1917	87933615
4021	90089257
1187	71472189
2601	54164597
2822	88372717
958	6440568
3801	89188638
2844	20714504
3212	88891368
2329	10805212
26	14844863
882	11216201
1686	44558914
1928	91075216
1172	100977050
4399	23193488
2480	134896956
1404	21630008
1731	138185706
102	91037095
4642	101068498
2983	22482505
3528	122435085
4059	130360373
423	100956329
1079	71816434
3263	123895906
3012	123851341
4291	102138442
1738	13443609
458	23340
4653	994
4543	87451605
4374	57354142
1083	102316627
4252	91856398
1367	117683335
690	11376300
3938	101673617
488	58498476
1799	71127239
4588	20089724
2267	51136426
712	13470564
3656	122217273
330	138956450
2198	57634567
4138	10633211
4809	102514866
4270	102447193
1301	18405615
2481	101910892
3195	69735153
829	60107245
2966	87350310
1711	66991950
3285	12533772
3634	68564260
2265	108137364
4032	534329
2100	598308
2528	131841438
3065	129988565
1770	21472455
414	101
919	54578037
4395	102225292
4622	82481
413	134322036
1579	11753020
3880	57596284
285	101147118
884	137434672
2354	101063862
2117	127509
3265	91844948
2109	9046278
4881	19100529
2150	19180379
1128	323273
1744	121003424
4401	6439502
4434	132489064
2889	133083895
3004	102420684
4810	131836233
1145	12716060
1649	22644280
4482	89194787
4451	134100458
4693	59963617
342	102339344
1432	10604814
246	1064
1247	68020734
725	87319011
1394	10466
3993	10769377
2342	101010453
3312	318732
2999	194457
209	5312737
4750	88710766
4516	2173777
1796	129691762
663	101910893
4182	21680687
2706	89423018
4865	23052247
3591	136025939
989	266656
1955	53494956
3896	88073667
753	12358156
2401	14024774
1802	19759740
4759	44542154
4353	100956329
2142	13783629
567	19759740
3575	17607401
122	13185
2857	87479759
3505	123738953
4634	123214532
2314	10036241
4615	54475558
1028	130024613
3346	101596950
470	139260690
867	83697
752	10022393
4147	123214532
4041	10285801
2394	57429265
1085	59841759
1124	123975138
3278	16044828
2816	86580399
1148	21758121
2356	87265197
18	60655397
3055	87483610
3595	340
922	10787
2407	102345305
4560	11048969
2411	101128590
133	90477758
873	131166551
28	136074288
148	129160243
2641	19780591
3960	117669899
3475	88889016
3729	89287582
3441	123858555
277	101457807
1324	89150877
1254	54534622
1716	87460107
486	7960565
1975	519541
431	131836673
775	2728799
355	10256987
3052	54423211
2455	51136464
3060	129925890
3752	5312902
670	13101042
1250	3082301
793	69122346
3295	123735057
2387	11108466
4365	54573612
4162	88666423
4066	85951428
2291	42601435
850	54028019
1976	5318179
2634	121768631
699	10841930
2108	103377566
1522	16681195
2594	14237625
365	4205683
3954	89860487
2491	15422971
556	54534622
149	84450
2812	87696716
3922	132937861
818	123382025
620	5282986
2297	4026733
1529	23431338
2902	102150183
2768	101916488
733	87736634
2688	101683330
190	132598049
1072	6325759
3912	132526846
969	45360083
1892	19427578
2928	101423378
4166	15016
4010	91249517
987	71368032
1435	101808894
4829	87456950
1002	21628747
4762	72197000
4821	10696407
1017	235241
4854	12527715
66	117705158
4747	10457
1932	3389410
115	22828196
4464	88712016
1644	102272379
2637	88745704
4388	101530057
3468	44584281
1787	15264621
2141	100954072
571	49793750
2783	132002365
1234	121242130
4700	104865
3787	11968976
4894	59760910
3588	1755
4068	91852659
158	17030
4328	60204144
3152	127027031
3970	101839993
3537	66825000
1909	90259608
3108	70206904
3739	87095126
1084	19345988
1778	118986409
3129	6483033
3524	19097186
837	101278555
4487	14443999
601	6440568
3745	21579250
275	151398
560	11233653
1123	10549806
4612	88041872
1862	88602618
933	10848804
422	12336161
1305	10691524
3341	102529866
4882	20427233
2772	15015214
3192	16038898
4313	59256056
3676	90871208
1666	10841930
3196	88614572
1622	443343
3253	72696439
3713	44818874
2134	3846530
1902	10502015
4003	101575621
3200	102323954
672	129711689
2357	69117
350	134322443
524	6325759
1986	87082895
3845	102494986
2848	136229446
1681	53493973
3508	49821570
4263	58498460
971	123616970
3545	124196265
3431	5283267
4614	130280530
4766	10119689
740	104693
1593	15816
1727	5282929
1076	21918171
1625	6453754
4625	70920466
3081	131836709
2453	135471604
197	102084555
1390	11057496
4113	93045
877	90111729
1427	45359866
1181	71552450
3653	70658101
945	91544006
3935	10682387
2042	58498460
968	69350379
4724	11469114
4187	608
4053	118797415
4476	135526411
1388	53494956
3484	132566266
4045	78360
193	173
2853	101929007
1412	487435
1836	23643646
14	8575
4718	109553806
3925	5061835
4806	17887971
3632	69621548
2739	17827328
3818	100956329
3084	67784365
312	137754867
2153	101512767
2482	130194325
3160	11387067
3063	23493714
356	70095
4236	91856328
679	68874241
2738	354980
1202	15002976
4033	121242130
2093	123991513
4831	76683729
1679	58372900
261	443024
3501	101316779
2746	118087855
4105	91855676
4787	101151248
2393	12613413
631	10317157
3047	10889156
1050	90182108
2833	101956756
4893	6325759
289	102422529
2319	59760910
2946	44577125
686	130113644
1393	20468668
4345	11199317
2277	54418221
3724	130360373
334	132559841
4501	345554
1511	118888928
16	138478932
2263	101859450
3722	57514510
2164	123214532
2931	88148322
119	20089724
3534	67562425
3783	68689625
994	18424665
3332	22644280
2018	86289066
2549	130854018
745	10670190
2192	103377566
282	124108083
4073	11399748
2483	54719503
3229	3840
540	53889008
3396	123260476
3257	139401752
1183	102266434
1775	11353637
3030	11008413
349	443024
9	68917905
844	22760311
900	5312645
4687	101090470
4097	22644280
2988	123318180
1210	137037731
3544	4441
634	87591254
2610	519541
2560	123708202
1287	23815371
3021	10649269
2111	130360373
1246	23284104
697	2728799
1167	18967989
4000	102170220
4265	91266063
3077	9549266
2278	537280
107	88025973
4360	14100996
1643	54046968
154	10466
4004	71433926
3918	102078538
1459	5320286
1545	45359647
4488	15291484
1472	133825690
1879	59356728
473	129169294
4873	22644280
1590	136234043
3542	12533772
2053	20264457
4626	9956264
3024	100977050
911	129843047
3103	89188686
3230	68419396
3031	87327058
4297	17851112
3460	641301
2882	130025123
4818	101058556
2058	87101851
2501	134513865
1980	72696961
2775	13886267
4304	88714498
1045	87108884
2361	136641761
4002	59648930
2167	71404987
449	174003
2912	57037372
781	5312791
2007	6454041
3661	15198045
3489	57330188
204	227397
3882	519541
1091	100998033
761	46913431
4522	100953936
3566	132544666
3464	118448706
487	19427578
569	102509218
1623	15222643
948	242196
4728	59099795
2005	102347212
1158	71311235
754	11249081
3652	123214532
1701	59964377
2780	89953032
500	338
2270	16663321
3364	68956788
127	5282990
1047	4575238
1804	90699129
3231	68417803
1841	10064153
823	656416
2430	131750904
1169	89630266
101	10264
902	89432526
1176	15714686
3962	68457757
4364	130024613
3810	87327163
1865	59237692
2368	43538316
660	67128025
54	381945
924	71404758
3000	90392504
3051	10822044
4848	132282265
469	23251878
2020	519541
1488	22644526
3270	21430879
894	11365541
1882	88489458
2800	118900773
3054	88745704
1415	58226494
81	138944006
724	90111729
4801	9918166
3904	126652706
641	11031038
8	85711399
2035	101420745
4756	11131662
1058	49821570
4586	102295214
2039	102237726
1151	18546963
942	129926350
3026	44512558
4256	101898197
141	160576
3483	17607401
4783	10783205
2784	59422698
2346	10897042
337	5322088
2349	129626611
2515	601986
3010	10400
1074	90479638
2914	57107982
4871	20542332
206	59125144
624	11968992
2187	44380403
2015	134973444
2463	15520803
2881	131873910
2623	69122605
2313	24096397
4129	206
499	21604825
3386	101846261
3597	15285117
891	14668902
826	101030701
2786	6919
4804	10373069
4199	15034323
1313	71368032
3236	10856038
1817	101523680
3770	24800195
1648	87520834
1440	5368925
4095	581087
2512	102281526
3660	70636947
2642	131137278
3956	75534921
4639	101944021
3711	137483459
4764	44542154
526	19780591
4349	75097
2497	13099240
4119	875
623	123550649
1288	118057020
3185	20305129
4859	88921627
533	101068037
1536	71372091
3254	4667416
2905	21579152
3107	69122030
1730	89630266
1886	44139749
436	91846641
2523	11224671
739	14132338
4	10370282
2323	11170190
1867	18918362
3600	102600303
3279	66573202
2581	71317778
332	44273240
138	64170811
3822	11387236
353	90695308
4416	101809581
2377	129878680
4098	129677307
2171	3084996
3961	59706536
1474	11506489
388	87932701
3426	44128029
2505	139475922
653	101578250
231	53789677
3953	14282794
3626	130463787
4009	10897042
4380	20089724
4450	536858
3450	20264555
4833	59271054
1400	91844948
3740	46173733
2191	90579
1678	11036702
2443	11168867
2539	2728799
1773	129648408
3757	64036683
1451	87854706
2655	120238551
756	11794150
4376	135976426
1895	101093960
326	44614301
1764	10985417
2691	136901192
4341	10541040
3657	101
3482	21586512
389	15489509
1374	10648830
1621	17755106
3763	89150877
3555	121013630
2348	137213073
2188	54029606
719	519541
1292	102444424
1420	29942513
4768	130253313
566	100067
3842	54114556
2916	101119960
3530	58544143
3101	20569534
842	70103876
3029	44514018
3187	24878902
1857	12223386
1186	102316627
2445	101613321
1386	90888490
1024	101530051
796	194457
3893	129835742
3225	21633105
4028	87223401
4143	65949244
4521	59659737
4415	10137562
4721	90251174
2734	64008397
6	69417
716	101937513
2591	129808456
2550	58914996
1740	3083078
2892	21927791
1133	8487
4127	56925718
4153	89150877
3863	102585483
3976	4156249
1824	129989173
811	101937513
646	21432362
2247	23424442
1260	11395358
1146	632958
2548	10099596
2072	85932969
3503	2728799
213	74300
4616	21351481
562	15934341
4459	102366227
1495	87535568
1335	23304587
2032	91846330
3762	10020918
50	53681619
2578	65048
4160	53651566
2948	87361750
4159	44542595
3062	15607504
627	57231234
4775	101119959
3092	130063133
2735	19735488
3141	88541388
2686	101793998
1710	20679679
4874	57315774
1825	318732
1022	22981387
4883	45360253
4630	16523
1377	133561467
3865	11057496
681	54581150
2974	45360241
3258	54380567
1188	20675307
2670	45271775
444	101128590
2884	70359598
2254	138736419
2937	57216266
822	3586551
4886	101972141
2082	10349469
2636	46201858
1175	126118
3742	45094959
1985	134215370
307	545982
2651	13935238
64	129779095
3755	44258873
2932	24005230
4116	11216201
2836	54011120
874	185
4824	10794827
4722	23052246
4177	54273274
182	57067588
1277	44613092
2260	18485592
1687	3035567
3437	24800367
2231	5273569
1896	10691524
3277	118087855
1600	101487489
2813	19910489
106	10987030
2182	87978069
2010	88788511
803	101937513
4847	59963617
4120	91406927
515	11275227
465	131248
1748	100912530
4243	102431425
1470	123214532
3006	10608739
694	44281861
2233	102490778
2154	3083765
479	118247456
4609	68025080
1628	72199541
3698	85951428
1577	75534921
1419	18539716
621	73636
810	2723911
875	68734370
759	386039
1818	88767584
4325	134528907
2471	139503744
3252	102585483
4569	10684469
3563	6852127
242	11814637
2293	132517744
1270	69601492
3859	20089724
4458	14991060
2330	10076898
2485	10009802
3328	370
4647	66815470
2527	90897198
4744	80395
612	57724736
537	53881610
3876	89630266
2814	10844824
3113	51040444
328	5283006
1011	90830296
1136	44457114
991	6324894
4496	85792274
517	45359564
3223	100998033
1781	11766906
442	150875
2862	11215812
4641	68417303
194	19847332
3682	5282899
1436	44148005
3827	46705465
2234	130464145
1498	57283971
2405	20870626
4544	69346
1813	5282981
2002	11082905
2911	45381662
1514	89796194
2861	4667416
1565	10985417
2958	122541629
2973	122449895
3082	132519628
2331	22407740
639	2728799
1993	5360286
1281	14035432
385	158499
1783	69904429
364	58498476
3126	88442212
3741	117276617
996	71397608
1408	11282498
552	6440747
2650	10648327
4751	54564545
3313	57013479
1055	127689687
1276	89685558
938	129926299
1912	103377566
4012	87135127
3365	131832340
2678	23052245
1352	102272379
2945	54031043
960	21432362
1125	138213632
2457	22759042
2803	545976
2681	123385157
4273	132563415
2597	122206332
1315	129926708
1937	11650583
2036	69518171
936	91095206
1594	117328143
3110	101174443
2116	21932024
4077	17205437
4151	122600193
3851	101409790
1418	132086400
1618	87440041
2089	21722972
3639	67364957
33	22750208
4498	124080730
3087	10921854
287	2750949
1538	66973418
1137	129730468
939	9476
2781	89552450
4568	89098658
3343	19912817
3194	97627059
808	14289197
816	87793160
3807	57646212
505	91844948
1871	57596246
3445	85978646
