id	cid	canonical_smiles	isomeric_smiles
4507	90442771	"C1C(C(=O)OC1=O)CC(=CC2CC(=O)OC2=O)[P+]#P"	"C1C(C(=O)OC1=O)C/C(=C\C2CC(=O)OC2=O)/[P+]#P"
4505	21633105	"CC1(CCC2C1C(OC=C2C(=O)O)OC3C(C(C(C(O3)CO)O)O)O)O"	"C[C@@]1(CC[C@H]2[C@@H]1[C@@H](OC=C2C(=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O"
4502	24180383	"CCCCCCOC(=O)CC(=O)OCCCCCC(=O)O"	"CCCCCCOC(=O)CC(=O)OCCCCCC(=O)O"
4501	345554	"C1=CC(=C(C(=C1)C=O)O)C=O"	"C1=CC(=C(C(=C1)C=O)O)C=O"
4499	136815092	"CC1=CC(=O)C2=C(C3=C4C(=C(C=C3O)O)C(C5=C(C=C(C6=C5C7=C8C(=C1C2=C47)C(=CC(=O)C8=C6O)C)O)O)C9=CC=CC=C9)O"	"CC1=CC(=O)C2=C(C3=C4C(=C(C=C3O)O)C(C5=C(C=C(C6=C5C7=C8C(=C1C2=C47)C(=CC(=O)C8=C6O)C)O)O)C9=CC=CC=C9)O"
4498	124080730	"CC1=C(C(=C(C(=C1O)C(=O)OC)O)C)O"	"CC1=C(C(=C(C(=C1O)C(=O)OC)O)C)O"
4496	85792274	"C=CCCCCCCCCC(=O)CC(=O)O"	"C=CCCCCCCCCC(=O)CC(=O)O"
449	174003	"COC1=C(C=CC(=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC)OC6C(C(C(C(O6)CO)O)O)O"	"COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O"
4491	102079638	"CC=C(C)C(=O)OC1CC(C2(COC3C2C14COC(C4C(C3O)(C)C56C7CC(C5(O6)C)C8(C=COC8O7)OC(=O)C)(C(=O)OC)O)C(=O)OC)OC(=O)C"	"C/C=C(\C)/C(=O)O[C@H]1C[C@H]([C@]2(CO[C@@H]3[C@@H]2[C@]14CO[C@@]([C@H]4[C@]([C@@H]3O)(C)[C@@]56[C@@H]7C[C@@H]([C@@]5(O6)C)[C@@]8(C=CO[C@H]8O7)OC(=O)C)(C(=O)OC)O)C(=O)OC)OC(=O)C"
4488	15291484	"CC(=O)CC(=O)CCCCCCCC(=O)O"	"CC(=O)CC(=O)CCCCCCCC(=O)O"
4487	14443999	"C1C(C(OC1N2C3=C(N=CN=C3N=N2)N)CO)O"	"C1[C@@H]([C@H](O[C@H]1N2C3=C(N=CN=C3N=N2)N)CO)O"
4484	52928623	"CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O)O"	"CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC1C([C@@H](C(C(C1O)O)O)O)O)O"
4483	19698825	"CCC(CC)C(=O)C(C(=O)[O-])C(=O)[O-]"	"CCC(CC)C(=O)C(C(=O)[O-])C(=O)[O-]"
4482	89194787	"CC1C(=O)NC(C(=O)NC(=CN)C(=O)NC(C(=O)NCC(C(=O)N1)N)C2CCN=C(N2)N)CN"	"C[C@H]1C(=O)N[C@H](C(=O)N/C(=C\N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)C2CCN=C(N2)N)CN"
4481	87662275	"CCOC(=O)OC(C)C(CCCCCCCCC(=O)O)C(=O)OC(C)OC(=O)OCC"	"CCOC(=O)OC(C)C(CCCCCCCCC(=O)O)C(=O)OC(C)OC(=O)OCC"
4480	52950764	"CCC(=O)C1C(=O)CC(CC1=O)C2CCCCC2"	"CCC(=O)C1C(=O)CC(CC1=O)C2CCCCC2"
4476	135526411	"CC1(CC(=C(C(=O)C1)C(=NCCC(=O)O)CCC(=O)OC)O)C"	"CC1(CC(=C(C(=O)C1)C(=NCCC(=O)O)CCC(=O)OC)O)C"
4475	87325946	"CCCCC(CC(=O)OCCC(=O)OCCCC(=O)O)O"	"CCCCC(CC(=O)OCCC(=O)OCCCC(=O)O)O"
4472	87235767	"CC(C)(C)OC(=O)CCC(C(=O)OC(C)(C)C)NC(=O)NC(CCC(=O)O)C(=O)OC(C)(C)C"	"CC(C)(C)OC(=O)CCC(C(=O)OC(C)(C)C)NC(=O)NC(CCC(=O)O)C(=O)OC(C)(C)C"
4469	13558029	"C1CC1NC2=NC(=C(C(=N2)N)[N+](=O)[O-])N"	"C1CC1NC2=NC(=C(C(=N2)N)[N+](=O)[O-])N"
4467	23344493	"CCC1(CC(C1)(C(=O)O)C(=O)O)CCCC2CCCCC2"	"CCC1(CC(C1)(C(=O)O)C(=O)O)CCCC2CCCCC2"
4465	117960777	"CCOCCOC(=O)C1CCC(O1)C(=O)OCCOCC"	"CCOCCOC(=O)C1CCC(O1)C(=O)OCCOCC"
4464	88712016	"CCCCCCCCCCC(=O)C#CC(=O)O"	"CCCCCCCCCCC(=O)C#CC(=O)O"
4462	10367775	"COC1=CC(=CC(=C1OC)OC)OC2C(C(C(C(O2)COC3C(C(C(CO3)O)O)O)O)O)O"	"COC1=CC(=CC(=C1OC)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)O)O)O"
4461	276320	"CC(=O)OCC1C(C(C(C(O1)OC2=CC=C(C=C2)C=C)OC(=O)C)OC(=O)C)OC3C(C(C(C(O3)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C"	"CC(=O)OCC1C(C(C(C(O1)OC2=CC=C(C=C2)C=C)OC(=O)C)OC(=O)C)OC3C(C(C(C(O3)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C"
4460	90341227	"C=CC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)C=C"	"C=CC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)C=C"
4459	102366227	"CC(=O)NC(C(CC(=O)O)O)C(C(C(=O)O)O)O"	"CC(=O)NC(C(CC(=O)O)O)C(C(C(=O)O)O)O"
4458	14991060	"C(CCCCC(=O)O)CCCC(=O)CCCCCCCCC(=O)O"	"C(CCCCC(=O)O)CCCC(=O)CCCCCCCCC(=O)O"
4455	9894924	"CC(=O)NC1C(C(C(OC1OC2C(C(C(OC2C(=O)O)O)O)O)CO)O)OC3C(C(C=C(O3)C(=O)O)O)O"	"CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2[C@@H]([C@H]([C@@H](O[C@@H]2C(=O)O)O)O)O)CO)O)O[C@H]3[C@@H]([C@H](C=C(O3)C(=O)O)O)O"
4453	123643546	"COC1C(OC(C(C1OC)O)C(=O)OC)CCCCC2C(OC(C(C2OCC3=CC=CC=C3)OCC4=CC=CC=C4)OC)COCC5=CC=CC=C5"	"COC1C(OC(C(C1OC)O)C(=O)OC)CCCCC2C(OC(C(C2OCC3=CC=CC=C3)OCC4=CC=CC=C4)OC)COCC5=CC=CC=C5"
4452	135627043	"C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NC2=CN=C3C(=N2)C(=O)NC(=N3)N"	"C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NC2=CN=C3C(=N2)C(=O)NC(=N3)N"
4451	134100458	"C(CCC(=O)CCCCCC(=O)O)CCC(=O)CCCCCC(=O)O"	"C(CCC(=O)CCCCCC(=O)O)CCC(=O)CCCCCC(=O)O"
4450	536858	"CC1OCC2C(O1)C(OC(O2)C)C(=O)OC"	"CC1OCC2C(O1)C(OC(O2)C)C(=O)OC"
4447	69993246	"C=CCOCC1C(C(C(C(O1)OC2C(OC(C(C2OCC=C)OCC=C)OCC=C)COCC=C)O)O)O"	"C=CCOC[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2OCC=C)OCC=C)OCC=C)COCC=C)O)O)O"
4445	124085184	"C#CCOCCCOC1C(C(C(C(O1)CO)O)O)O"	"C#CCOCCCOC1C(C(C(C(O1)CO)O)O)O"
444	45271775	"CC1=CC=C(C=C1)C2N(C(=O)C(S2)CN3CCN(CC3)C)NS(=O)(=O)C4=C(N=C5NN=C(N5C4=O)C)N=CC6=CC=C(C=C6)OC"	"CC1=CC=C(C=C1)C2N(C(=O)C(S2)CN3CCN(CC3)C)NS(=O)(=O)C4=C(N=C5NN=C(N5C4=O)C)/N=C/C6=CC=C(C=C6)OC"
4442	12234084	"CC(=O)CC(=O)OC1=CC=CC(=C1)OC"	"CC(=O)CC(=O)OC1=CC=CC(=C1)OC"
4437	123643546	"COC1C(OC(C(C1OC)O)C(=O)OC)CCCCC2C(OC(C(C2OCC3=CC=CC=C3)OCC4=CC=CC=C4)OC)COCC5=CC=CC=C5"	"COC1C(OC(C(C1OC)O)C(=O)OC)CCCCC2C(OC(C(C2OCC3=CC=CC=C3)OCC4=CC=CC=C4)OC)COCC5=CC=CC=C5"
4436	90239143	"C#CCC(C(C(C(C(C=O)O)O)O)O)O"	"C#CCC([C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O)O"
4434	132489064	"CC1C2C(CC(O1)O)C(=COC2O)C(=O)OC"	"CC1C2C(CC(O1)O)C(=COC2O)C(=O)OC"
4430	118888928	"C=CC1=CC=C(C=C1)C2OCC3C(O2)C(C(C(O3)OC4C(C(C5C(O4)COC(O5)C6=CC=C(C=C6)C=C)O)O)O)O"	"C=CC1=CC=C(C=C1)C2OC[C@@H]3[C@@H](O2)[C@@H]([C@H]([C@H](O3)O[C@@H]4C(C([C@H]5[C@H](O4)COC(O5)C6=CC=C(C=C6)C=C)O)O)O)O"
4425	18252525	"CC(C(C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C(CC(=O)O)N)O"	"CC(C(C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C(CC(=O)O)N)O"
4423	70108075	"C1CC(C1)C(C2CC2C(=O)O)C(=O)C(C3CCC3)C4CC4C(=O)O"	"C1CC(C1)C(C2CC2C(=O)O)C(=O)C(C3CCC3)C4CC4C(=O)O"
4422	34179191	"C(CCCC(=O)O)CCC(=O)CCCCCCC(=O)O"	"C(CCCC(=O)O)CCC(=O)CCCCCCC(=O)O"
442	150875	"C(C=O)C(=O)C(=O)O"	"C(C=O)C(=O)C(=O)O"
4418	45359866	"C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)O)OC3C(C(C(C(O3)CO)O)O)O)O)O)O"	"C1=CC(=CC=C1/C=C/C(=O)OCC2C(C(C(C(O2)O)OC3C(C(C(C(O3)CO)O)O)O)O)O)O"
4417	19371203	"CCCCCCCCCCCCCCCCC(CC(CO)O)(CC(CO)O)C(=O)O"	"CCCCCCCCCCCCCCCCC(CC(CO)O)(CC(CO)O)C(=O)O"
4416	101809581	"CC(=O)CCC(=O)CCCCCCCCCC(=O)O"	"CC(=O)CCC(=O)CCCCCCCCCC(=O)O"
4415	10137562	"CC(C)N(C(C)C)P(C)OCCCCCCCCCC(=O)ON1C(=O)CCC1=O"	"CC(C)N(C(C)C)P(C)OCCCCCCCCCC(=O)ON1C(=O)CCC1=O"
4411	131839757	"C=CCCCC#CC#CCC(=O)CCCCCCC(=O)O"	"C=CCCCC#CC#CCC(=O)CCCCCCC(=O)O"
441	101937513	"COC1=CC(=CC(=C1OC(CO)C(C2=CC(=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)OC)O)OC)C4C5COCC5C(O4)C6=CC(=C(C=C6)O)OC"	"COC1=CC(=CC(=C1O[C@H](CO)[C@H](C2=CC(=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)OC)O)OC)[C@H]4[C@@H]5COC[C@@H]5[C@H](O4)C6=CC(=C(C=C6)O)OC"
4410	10154119	"C=CCOCC(C(=O)O)O"	"C=CCOC[C@@H](C(=O)O)O"
4409	10794751	"CC(=O)OCC1C(C(C(C(O1)OC2C(C(C(=CO2)C(=O)OC)CC3C4=CC(=C(C=C4CCN3)O)O)C=C)OC(=O)C)OC(=O)C)OC(=O)C"	"CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@@H](C(=CO2)C(=O)OC)C[C@H]3C4=CC(=C(C=C4CCN3)O)O)C=C)OC(=O)C)OC(=O)C)OC(=O)C"
4408	134558054	"C1=CC(=CC=C1COC(=O)CCC(=O)O)O"	"C1=CC(=CC=C1COC(=O)CCC(=O)O)O"
4407	87184549	"C#CCCCC(=O)CCCCCCCCC(=O)O"	"C#CCCCC(=O)CCCCCCCCC(=O)O"
4403	10417396	"COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)C3C(C(CO3)CC4=CC(=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC)CO"	"COC1=CC(=CC(=C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)OC)[C@@H]3[C@H]([C@H](CO3)CC4=CC(=C(C=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC)CO"
4401	6439502	"CC(=CCCC(=CCOC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O)C)C"	"CC(=CCC/C(=C/CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@H](CO2)O)O)O)O)O)O)/C)C"
4400	87455785	"CCOC(=O)N1CCN(CC1C)C(=O)C(CP(=O)(OCC)OCC)NC(=O)OC(C)(C)C"	"CCOC(=O)N1CCN(CC1C)C(=O)[C@H](CP(=O)(OCC)OCC)NC(=O)OC(C)(C)C"
4399	23193488	"CCCC=CC(C)C(=O)O"	"CCC/C=C/C(C)C(=O)O"
4398	70106725	"CC(CC(CCC(NC(=O)OC(C)(C)C)(O)OP=O)C(=O)O)CNC(=O)OCC1=CC=CC=C1"	"CC(CC(CCC(NC(=O)OC(C)(C)C)(O)OP=O)C(=O)O)CNC(=O)OCC1=CC=CC=C1"
4397	101186593	"CC(C(=O)[O+]C)N[P+](OCC1C(C(C(O1)N2C=CC(=O)NC2=O)O)O)(ON)[S-]"	"CC(C(=O)[O+]C)N[P+](OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O)O)(ON)[S-]"
4396	121000180	"C(CCCCCC#CCCC(=O)O)CCCCC#CCCC(=O)O"	"C(CCCCCC#CCCC(=O)O)CCCCC#CCCC(=O)O"
4395	102225292	"CCCCCCCC(=O)OC1COC2C1OCC2OC(=O)C=C"	"CCCCCCCC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)C=C"
4390	59648930	"C(CCC(=O)CC(=O)CCCCCC(=O)O)CCC(=O)O"	"C(CCC(=O)CC(=O)CCCCCC(=O)O)CCC(=O)O"
4389	23724709	"CCC=CC=COC=CC=CCCCCCCCC(=O)O"	"CC/C=C\C=C\O/C=C/C=C\CCCCCCCC(=O)O"
4388	101530057	"C1C2C(C(C(OC(O2)C3=CC=C(C=C3)O)CO)O)OC(O1)C4=CC=C(C=C4)O"	"C1[C@H]2[C@H]([C@@H]([C@H](OC(O2)C3=CC=C(C=C3)O)CO)O)OC(O1)C4=CC=C(C=C4)O"
4387	90929205	"C1CC1(C2C(C2(C3(CC3)O)O)(C4(CC4)O)C5(CC5)O)O"	"C1CC1(C2C(C2(C3(CC3)O)O)(C4(CC4)O)C5(CC5)O)O"
4385	71724481	"CC1(C2CCC3(C(C2(CCC1=O)C)CC=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C(=O)O)C)C)C"	"C[C@]1(CC[C@@]2(CC[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(CCC(=O)C5(C)C)C)C)C2C1)C)C(=O)O)C(=O)O"
4384	101467564	"C(C1=C2C(=C(S1)CO)SC(=O)S2)O"	"C(C1=C2C(=C(S1)CO)SC(=O)S2)O"
438	13470564	"COC1=CC(=CC(=C1OC(CO)C(C2=CC(=C(C(=C2)OC)O)OC)O)OC)CO"	"COC1=CC(=CC(=C1OC(CO)C(C2=CC(=C(C(=C2)OC)O)OC)O)OC)CO"
4381	15053048	"C1CC(C2C1CC(=O)C2)CCCCC(=O)O"	"C1CC(C2C1CC(=O)C2)CCCCC(=O)O"
4380	130463787	"CCO[P+](=O)S(=O)(=O)C=C"	"CCO[P+](=O)S(=O)(=O)C=C"
4378	68874241	"CC(=O)OC1CC(C=C1)C(C(=O)O)C(=O)O"	"CC(=O)OC1CC(C=C1)C(C(=O)O)C(=O)O"
4376	135976426	"C1=CC=C2C(=C1)C=CC=C2CNC(=O)CCN3C=C(N=N3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C5N=C(NC6=O)N)O)O"	"C1=CC=C2C(=C1)C=CC=C2CNC(=O)CCN3C=C(N=N3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H](C(O4)N5C=NC6=C5N=C(NC6=O)N)O)O"
4375	56611836	"CCCCCCCOP(=O)(C(=O)[P+](O)(O)O)O"	"CCCCCCCOP(=O)(C(=O)[P+](O)(O)O)O"
437	45783154	"C(CCCC(=O)O)CCCC(=O)OCC(CO)O"	"C(CCCC(=O)O)CCCC(=O)OCC(CO)O"
4374	57354142	"CCCCCCCCCC1=CC=C(C=C1)OCCOCCO[P+](=O)[O-]"	"CCCCCCCCCC1=CC=C(C=C1)OCCOCCO[P+](=O)[O-]"
4373	87834821	"CCCCOCCOC(=O)CCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC"	"CCCCOCCOC(=O)CCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC"
4371	69905256	"C1CCC2(CC1)OC3C(C4C(C(C3O2)OP5(=O)OCC6=CC=CC=C6CO5)OC7(O4)CCCCC7)O"	"C1CCC2(CC1)O[C@@H]3[C@@H](O2)C([C@@H]4[C@H](C3O)OC5(O4)CCCCC5)OP6(=O)OCC7=CC=CC=C7CO6"
43	69332609	"C1=C(SC(=C1O)C(=O)O)O"	"C1=C(SC(=C1O)C(=O)O)O"
436	91846641	"C1C(C(C(OC1(C(=O)O)O)C(CO)O)O)OC2(C(C(C(C(O2)C(COC3C(C(C(CO3)N)O)O)O)O)O)O)C(=O)O"	"C1[C@H]([C@H]([C@H](O[C@]1(C(=O)O)O)[C@@H](CO)O)O)O[C@@]2([C@H]([C@H]([C@H]([C@H](O2)[C@@H](CO[C@H]3[C@@H]([C@H]([C@H](CO3)N)O)O)O)O)O)O)C(=O)O"
4368	18239162	"CC(C(C(=O)NC(CCCCN)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(C)N)O"	"CC(C(C(=O)NC(CCCCN)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(C)N)O"
4367	89318782	"C1=CC(=CC(C1O)C(=O)O)CO"	"C1=CC(=CC(C1O)C(=O)O)CO"
4365	54573612	"C1C(O1)COCC(COCC(COCC(COCC(COCC2CO2)OC3CO3)O)OC4CO4)O"	"C1C(O1)COCC(COCC(COCC(COCC(COCC2CO2)OC3CO3)O)OC4CO4)O"
4364	68457757	"C1=CC(=CC(=C1)O)CC2=CC(=C(C=C2)CO)C3C(C(C(C(O3)CO)O)O)O"	"C1=CC(=CC(=C1)O)CC2=CC(=C(C=C2)CO)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O"
4363	10783205	"CCOC(=O)CCCOC1=CC(=CC=C1)OCCCC(=O)OCC"	"CCOC(=O)CCCOC1=CC(=CC=C1)OCCCC(=O)OCC"
4360	14100996	"CC(=O)OCC1C(C(C(C(O1)OC2C(C(C(C(C2OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C"	"CC(=O)OC[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC2[C@@H]([C@H](C([C@H]([C@H]2OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C"
4359	16523	"COC(=O)C1=C(C=C(C=C1)O)O"	"COC(=O)C1=C(C=C(C=C1)O)O"
4357	12499361	"CCOP(=O)(OCC)OC(=CSC#N)C"	"CCOP(=O)(OCC)O/C(=C/SC#N)/C"
4353	44542154	"CC1=[N+](ON=C1S(=O)(=O)O)[O-]"	"CC1=[N+](ON=C1S(=O)(=O)O)[O-]"
4352	136815092	"CC1=CC(=O)C2=C(C3=C4C(=C(C=C3O)O)C(C5=C(C=C(C6=C5C7=C8C(=C1C2=C47)C(=CC(=O)C8=C6O)C)O)O)C9=CC=CC=C9)O"	"CC1=CC(=O)C2=C(C3=C4C(=C(C=C3O)O)C(C5=C(C=C(C6=C5C7=C8C(=C1C2=C47)C(=CC(=O)C8=C6O)C)O)O)C9=CC=CC=C9)O"
4351	151398	"C=CC1=CC(=C(C=C1)O)O"	"C=CC1=CC(=C(C=C1)O)O"
4349	75097	"CC(=O)C1=CC(=C(C=C1O)O)C(=O)C"	"CC(=O)C1=CC(=C(C=C1O)O)C(=O)C"
4348	118135673	"CCC(=O)OCCOCCOCCOC(=O)CCC(=O)C"	"CCC(=O)OCCOCCOCCOC(=O)CCC(=O)C"
4346	53818793	"C1=NNC(=N1)C(CCP(=O)(O)O)C#N"	"C1=NNC(=N1)C(CCP(=O)(O)O)C#N"
4345	11199317	"CCOC(=O)C(C1CCC(O1)C(CCC(C(C(=O)OCC)O)O)O)O"	"CCOC(=O)[C@H]([C@H]1CC[C@H](O1)[C@@H](CCC(C(C(=O)OCC)O)O)O)O"
4342	11419564	"C=CCOCCOCCOCCOCCOCCOCCOCCOCCOCC=C"	"C=CCOCCOCCOCCOCCOCCOCCOCCOCCOCC=C"
4341	10541040	"C1CCCCC(CC(=O)CCCC1)C(C(=O)O)C(=O)O"	"C1CCCCC(CC(=O)CCCC1)C(C(=O)O)C(=O)O"
4338	54362893	"CC(COC1C(C(C(C(O1)CO)O)O)O)OC2C(C(C(C(O2)CO)O)O)O"	"CC(COC1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)OC2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O"
4337	21432362	"CC(=O)CCCCCCCC#CCC(=O)O"	"CC(=O)CCCCCCCC#CCC(=O)O"
433	5317187	"C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O"	"C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O"
4333	60204144	"C(CCCCC(=O)OC(=O)CCCCCCCCC(=O)OC(=O)CCCCCCCCC(=O)O)CCCC(=O)O"	"C(CCCCC(=O)OC(=O)CCCCCCCCC(=O)OC(=O)CCCCCCCCC(=O)O)CCCC(=O)O"
4328	60204144	"C(CCCCC(=O)OC(=O)CCCCCCCCC(=O)OC(=O)CCCCCCCCC(=O)O)CCCC(=O)O"	"C(CCCCC(=O)OC(=O)CCCCCCCCC(=O)OC(=O)CCCCCCCCC(=O)O)CCCC(=O)O"
4326	22788038	"CC(=O)C1CC(=O)C(C1C(=O)O)CCCCCCC(=O)O"	"CC(=O)[C@H]1CC(=O)[C@H]([C@@H]1C(=O)O)CCCCCCC(=O)O"
4325	134528907	"CCCCCC(C(=O)N1CCOCC1)NC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)C"	"CCCCCC(C(=O)N1CCOCC1)NC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)C"
4324	134295427	"C(CCC(=O)OCCCCO)CC(=O)OCCCCC(=O)O"	"C(CCC(=O)OCCCCO)CC(=O)OCCCCC(=O)O"
432	24978539	"CCC(C=CC1C=CC(=O)C1CCCCCCCC(=O)O)O"	"CCC(/C=C/C1C=CC(=O)C1CCCCCCCC(=O)O)O"
4322	23444027	"CCCCOC(=O)C1CC(C(CC1C(=O)OCCCC)C(=O)OCCCC)C(=O)O"	"CCCCOC(=O)C1CC(C(CC1C(=O)OCCCC)C(=O)OCCCC)C(=O)O"
4321	91180040	"C(C(=C=O)P(=O)(O)O)C(=O)O"	"C(C(=C=O)P(=O)(O)O)C(=O)O"
4319	12289571	"CC(=O)C1=CC(=C(C(=C1O)CO)O)C(=O)C"	"CC(=O)C1=CC(=C(C(=C1O)CO)O)C(=O)C"
4318	130184953	"C(C1C(C(=O)N1P=N)OP=O)O"	"C([C@H]1[C@H](C(=O)N1P=N)OP=O)O"
4317	7802	"CCCCC(=O)CC"	"CCCCC(=O)CC"
4316	130250444	"CCC1COC(C(C1OP(=O)(OC)OCC2C(C(C(O2)N=N)O)OC)O)N"	"CC[C@H]1CO[C@H](C(C1OP(=O)(OC)OC[C@@H]2C(C([C@@H](O2)N=N)O)OC)O)N"
4315	88426003	"CCCCCCCCCCCCCCCCCC(C(C(=O)O)(C(=O)O)C(=O)O)O"	"CCCCCCCCCCCCCCCCCC(C(C(=O)O)(C(=O)O)C(=O)O)O"
4314	57063938	"CC12CCCC(=CC=C3CC(CC(C3=C)O)O)C1CCC2C(C)(C)C=CC(C(C)(C)C(=O)O)O"	"C[C@]12CCCC(=CC=C3C[C@H](C[C@@H](C3=C)O)O)[C@@H]1CC[C@@H]2C(C)(C)C=C[C@@H](C(C)(C)C(=O)O)O"
4313	59256056	"CSC1=CC=C(C=C1)CC2=CSC(=N2)C(=O)P(=O)(O)O"	"CSC1=CC=C(C=C1)CC2=CSC(=N2)C(=O)P(=O)(O)O"
4312	102069297	"CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=COC(=O)C=C6)O)C)C)O)O)OC7C(C(C(C(O7)CO)O)O)O"	"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@]3([C@H](C2)CC[C@@H]4[C@@H]3CC[C@]5([C@@]4(CC[C@@H]5C6=COC(=O)C=C6)O)C)C)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O"
4311	57283971	"CCC1C(O1)CC2C(O2)CC(=O)O"	"CCC1C(O1)CC2C(O2)CC(=O)O"
431	131836673	"CC(=CCC1=C(C(=C(C=C1O)O)C(=O)C=CC2=C(C=C(C=C2)O)O)O)C"	"CC(=CCC1=C(C(=C(C=C1O)O)C(=O)/C=C/C2=C(C=C(C=C2)O)O)O)C"
4310	54378823	"COC1=CC=CC=C1COC(=O)CCC(=O)OCC2=CC=CC=C2OC"	"COC1=CC=CC=C1COC(=O)CCC(=O)OCC2=CC=CC=C2OC"
4308	102023794	"CC1=C(C2=CC(=C1O)C(C3=CC(=C(C(=C3O)C)O)C(C4=C(C(=C(C(=C4)C(C5=C(C(=C(C(=C5)C2O)O)C)O)O)O)C)O)O)O)O"	"CC1=C(C2=CC(=C1O)C(C3=CC(=C(C(=C3O)C)O)C(C4=C(C(=C(C(=C4)C(C5=C(C(=C(C(=C5)C2O)O)C)O)O)O)C)O)O)O)O"
4307	87209150	"CCC(=CC1=C(C(=CC=C1)[N+](=O)[O-])C)C(=O)[O-]"	"CC/C(=C/C1=C(C(=CC=C1)[N+](=O)[O-])C)/C(=O)[O-]"
