Lipids and lipid-like molecules	Benzenoids	Hydrocarbons	Organic 1,3-dipolar compounds	Polycyclic hydrocarbons	Hydrocarbon derivatives	Saturated hydrocarbons	Unsaturated hydrocarbons	Unsaturated aliphatic hydrocarbons	Aromatic hydrocarbons	Phenylpropanoids and polyketides	Organic acids and derivatives	Organic oxygen compounds	Branched unsaturated hydrocarbons	1-hydroxy-2-unsubstituted benzenoids	1-hydroxy-4-unsubstituted benzenoids	1-hydroxylamino, 2-unsubstituted benzenoids	1-hydroxylamino, 4-unsubstituted benzenoids	1,4-dihydroxy-2-halobenzenoids	Organic nitrogen compounds	Nucleosides, nucleotides, and analogues	Organoheterocyclic compounds	Organophosphorus compounds	Organosulfur compounds	Lignans, neolignans and related compounds	Chemical entities
0.12515711784362793	0.012801658362150192	2.8046912120771594E-5	0.13788267970085144	8.635775884613395E-6	0.9997459053993225	7.666033343411982E-5	2.164364377676975E-5	1.0038985783467069E-4	1.7605204050141765E-7	0.002263035625219345	0.8603379130363464	0.9999966621398926	1.3290239439811558E-4	8.304136572405696E-4	1.5406947932206094E-4	1.582077529747039E-4	2.3830549616832286E-4	9.999491794587811E-7	0.9999231100082397	2.814947220031172E-5	0.36810246109962463	0.0013252352364361286	1.5232403529807925E-4	2.8484426366048865E-5	1420
2.5999086210504174E-4	0.12029688060283661	2.237966691609472E-5	0.11510156095027924	2.680637589946855E-5	0.9999832510948181	5.932911153649911E-5	2.1754543922725134E-5	8.740137127460912E-5	3.930883849534439E-6	6.867960328236222E-4	0.24582363665103912	0.9999839663505554	8.623918984085321E-5	0.007273592986166477	0.004732972010970116	1.0212309280177578E-4	1.2454288662411273E-4	1.9718049770744983E-6	0.9999998807907104	2.8206146453158E-5	0.803722083568573	1.3542450324166566E-4	0.6078972816467285	3.838509655906819E-6	663
2.5391101371496916E-4	0.03222634270787239	1.3759709872829262E-5	0.007037056609988213	1.7986818420467898E-5	0.9999019503593445	2.0042128744535148E-4	7.478236511815339E-6	7.293399539776146E-5	1.3381475127971498E-6	1.7737601592671126E-4	0.2606203258037567	0.4481257200241089	1.0423435014672577E-4	0.0017933975905179977	0.001192151103168726	9.57656175160082E-6	1.1267507943557575E-5	2.655672517448693E-7	0.9994443655014038	7.7022188634146E-5	0.7881081700325012	0.0558924600481987	0.1868433654308319	6.911841865075985E-6	181
5.967059405520558E-4	0.041127584874629974	5.588293333858019E-6	0.03407523036003113	1.1629082109720912E-5	0.9999830722808838	6.528775702463463E-5	3.1445022159459768E-6	5.959979534964077E-5	7.184089412248795E-8	3.440768632572144E-4	0.7596216797828674	0.9997760653495789	3.0380160751519725E-5	7.302477606572211E-4	5.251118564046919E-4	1.7705718346405774E-4	2.1156143338885158E-4	4.5860956561227795E-6	0.9996002316474915	1.720033287710976E-5	0.2073860615491867	0.6273717880249023	6.719997327309102E-5	6.756984475941863E-6	817
6.428326014429331E-4	0.01930215209722519	1.3993600077810697E-5	0.035389650613069534	1.2236630027473439E-5	0.9999516010284424	5.131215584697202E-5	1.4521309822157491E-5	1.3375154230743647E-4	5.198038479647948E-7	2.9423984233289957E-4	0.2644634544849396	0.9996489882469177	1.9015253928955644E-4	0.0013640272663906217	7.905198144726455E-4	2.8412658139131963E-5	2.5837280190899037E-5	1.6101893152153934E-6	0.9999992847442627	1.0585464769974351E-4	0.36066722869873047	5.196289857849479E-4	0.669461727142334	3.7534007333306363E-6	119
0.0010675317607820034	0.05059610679745674	8.483810961479321E-5	0.016669662669301033	4.097733835806139E-5	0.9999109506607056	1.6095682804007083E-4	1.1308413377264515E-4	2.6008280110545456E-4	4.874947990174405E-6	0.003919766750186682	0.5855029225349426	0.9999890923500061	1.386036310577765E-4	0.005271225702017546	0.004768664948642254	1.8044964235741645E-4	1.355315907858312E-4	6.133416900411248E-5	0.006716746371239424	5.390042588260258E-6	0.5432173609733582	0.00200574635528028	0.6812773942947388	7.352537795668468E-5	1808
0.020708564668893814	0.005363854113966227	1.860249540186487E-5	0.021033547818660736	4.6395784920605365E-6	0.9998746514320374	1.1950966290896758E-4	8.986470675154123E-6	5.8644640375860035E-5	1.8434299420277966E-8	5.784026579931378E-4	0.7971929311752319	0.9999456405639648	1.65559868037235E-5	2.7464827871881425E-4	2.476872759871185E-4	4.0135550079867244E-5	4.008005635114387E-5	1.6270209016511217E-5	4.3421873124316335E-4	6.518123882415239E-6	0.11739160120487213	0.01235288567841053	1.8451371579430997E-4	3.5246878269390436E-6	838
2.685798390302807E-4	0.08980043977499008	8.648150469525717E-6	0.014213035814464092	3.0437799068749882E-5	0.9999791383743286	5.15798747073859E-5	9.31112481339369E-6	1.4607039338443428E-4	1.0246292276860913E-6	1.6757431149017066E-4	0.3173619210720062	0.9329911470413208	7.876066956669092E-5	0.001987643074244261	0.001966689247637987	1.934246211021673E-5	2.3265571144293062E-5	5.181854589864088E-7	0.9999533891677856	4.16287912230473E-5	0.4125100076198578	0.4187118411064148	0.3286367654800415	6.6905381572723854E-6	811
1.46586520713754E-4	0.026397380977869034	1.4952927813283168E-5	0.017454031854867935	7.6133669608680066E-6	0.9999900460243225	5.4980675486149266E-5	8.431948117504362E-6	1.0868733807001263E-4	5.8664443969291824E-8	1.6221236728597432E-4	0.233854278922081	0.9999032020568848	4.7530960728181526E-5	4.302077868487686E-4	2.6396909379400313E-4	4.722955964098219E-6	7.422097951348405E-6	3.0146910035000474E-7	0.9999353885650635	4.269883220331394E-7	0.19897961616516113	0.4465111792087555	1.418442843714729E-5	1.6106324665088323E-6	285
6.198137998580933E-4	0.010640677995979786	5.573974704020657E-6	0.048282690346241	5.265231266093906E-6	0.9999746680259705	6.0903868870809674E-5	1.912967491080053E-6	3.763750282814726E-5	1.2690492212641402E-8	6.988611858105287E-5	0.48155340552330017	0.9998058080673218	1.1378427188901696E-5	1.2217334005981684E-4	1.0145532723981887E-4	3.339604154461995E-5	3.893402390531264E-5	1.0148096407647245E-6	0.9998953938484192	4.611532858689316E-6	0.14293697476387024	0.6011629700660706	7.647131860721856E-5	1.2622831491171382E-6	280
0.009845037944614887	0.006063112523406744	1.9860005977534456E-6	0.07058058679103851	6.207987439665885E-7	0.9999926686286926	3.422107965889154E-6	2.1217613266344415E-6	1.182890628115274E-5	5.752223586341643E-9	6.69012195430696E-4	0.21410022675991058	0.9999993443489075	7.245090728247305E-6	8.007031865417957E-4	1.7201124865096062E-4	2.66067567281425E-4	3.927165234927088E-4	1.046336024046468E-6	0.999967098236084	2.090164525725413E-5	0.2031909078359604	2.590626827441156E-4	5.356803012546152E-5	4.935753622703487E-6	293
0.003170551499351859	0.029925774782896042	2.5285409719799645E-5	0.011109263636171818	1.0659192412276752E-5	0.9999743103981018	3.24338543578051E-5	3.5502249374985695E-5	7.057153270579875E-4	2.980546867092926E-7	9.080118034034967E-4	0.2382487952709198	0.9264088869094849	1.4862000534776598E-4	0.002627960406243801	0.0012799410615116358	1.4737023775523994E-5	1.6474174117320217E-5	4.808745416085003E-6	0.008215515874326229	7.143005973375693E-7	0.25030022859573364	0.7513542175292969	0.8298218846321106	2.6050681753986282E-6	1485
0.001031750114634633	0.04530947282910347	7.943039236124605E-6	0.03296412155032158	4.183883447694825E-6	0.9999918341636658	2.33869632211281E-5	8.634656296635512E-6	1.0396003926871344E-4	1.0909550951510028E-7	5.267942906357348E-4	0.5574178099632263	0.9999712705612183	7.749714859528467E-5	0.0014549987390637398	6.048816139809787E-4	5.96474674239289E-5	7.568411092506722E-5	8.642344937470625E-7	0.9991726279258728	4.117885509913322E-6	0.22577181458473206	0.4540589153766632	4.9704551202012226E-5	6.362990461639129E-6	29
0.06652487069368362	0.0093429209664464	2.0638108253479004E-6	0.09873084723949432	2.4074261091300286E-6	0.9999950528144836	5.160432920092717E-5	2.735374096118903E-7	4.85689315610216E-6	1.5228625471763735E-8	0.0010678269900381565	0.40495070815086365	0.9980946779251099	9.108974154514726E-6	2.0094995852559805E-4	1.3277024845592678E-4	1.2535316272987984E-5	1.0446051419421565E-5	1.125860194406414E-6	0.9997607469558716	2.0081321054021828E-5	0.0806744396686554	0.7860221266746521	0.8050950765609741	3.3478236218797974E-6	1525
0.0025221877731382847	0.014812947250902653	2.9358709070947953E-5	0.013200544752180576	6.553092134709004E-6	0.9999628663063049	5.452791083371267E-5	1.0491534339962527E-5	2.614578443171922E-5	7.583906835861853E-8	7.032351568341255E-4	0.9246569275856018	0.9999994039535522	3.381996793905273E-5	0.0012341281399130821	8.736227173358202E-4	1.5646748943254352E-4	1.5182224160525948E-4	6.4889864006545395E-6	0.9998377561569214	1.4619296052842401E-5	0.14564728736877441	0.0010566762648522854	0.7642488479614258	2.2536639789905166E-6	810
2.438241062918678E-4	0.08869215846061707	1.462116324546514E-5	0.011142097413539886	4.419899050844833E-5	0.9999693036079407	1.0883622599067166E-4	1.2254858120286372E-5	1.2086410424672067E-4	3.0551705094694626E-6	2.9837177135050297E-4	0.26461341977119446	0.9002673625946045	1.4597256085835397E-4	0.0020954159554094076	0.00200147507712245	1.4155532880977262E-5	1.6657870219205506E-5	3.6018715832142334E-7	0.9999947547912598	1.6433523342129774E-5	0.6100773215293884	0.07716986536979675	0.22057071328163147	8.186254490283318E-6	792
8.544320007786155E-4	0.048679959028959274	6.300765107880579E-6	0.046506598591804504	4.722257472167257E-6	0.9999901056289673	2.628117181302514E-5	6.426399522752035E-6	5.703461647499353E-5	9.698527492219E-8	3.2138527603819966E-4	0.4901675283908844	0.9999845027923584	3.1131614377954975E-5	0.002481869189068675	0.0014012429164722562	2.897780723287724E-5	3.541366459103301E-5	1.1279872751401854E-6	0.9983243942260742	1.3470471458276734E-5	0.2935028672218323	0.5322553515434265	4.565521885524504E-5	7.764471774862614E-6	708
0.006077416241168976	0.033943552523851395	8.192333780243644E-7	0.29225999116897583	3.1759525427332846E-6	0.999992311000824	1.7332966308458708E-5	6.992353291934705E-7	2.1704916434828192E-5	1.2446156461010105E-7	0.0013509675627574325	0.3292798697948456	0.999973714351654	3.0257664548116736E-5	8.820208604447544E-4	6.655968609265983E-4	1.5085790073499084E-4	2.0183205197099596E-4	9.858181329036597E-7	0.9999991059303284	8.498394163325429E-5	0.1629219502210617	0.5135630369186401	0.6825677752494812	1.1734538020391483E-5	151
6.847147597000003E-4	0.06714382022619247	5.511738345376216E-5	0.024754134938120842	2.7898688131244853E-5	0.9999539256095886	5.2045863412786275E-5	5.772061558673158E-5	1.818844029912725E-4	4.309820269554621E-6	0.00317684980109334	0.40117865800857544	0.9995934367179871	4.123452818021178E-4	0.008747938089072704	0.006707135122269392	4.8719080950831994E-5	3.552814814611338E-5	3.295093620181433E-6	0.9999450445175171	1.5880552382441238E-5	0.6524535417556763	4.483671800699085E-4	0.47724148631095886	2.151079024770297E-5	843
7.322186720557511E-4	0.02566768229007721	3.5571492844610475E-6	0.0058021554723382	5.053617314842995E-6	0.9999921917915344	7.265042222570628E-5	4.181790245638695E-6	9.753116319188848E-5	5.931979529805176E-8	3.5064920666627586E-4	0.24624291062355042	0.920265257358551	6.112135451985523E-5	0.0012944997288286686	7.847131928429008E-4	8.513729312653595E-7	1.0665428362699458E-6	1.6753982663431088E-6	0.0035795767325907946	3.8103456745375297E-7	0.23786188662052155	0.834430992603302	0.6503471732139587	2.1650776034221053E-6	199
8.661928004585207E-4	0.08626893162727356	5.758696352131665E-5	0.042646490037441254	1.6950796634773724E-5	0.9999728202819824	5.79363368160557E-5	4.7626621380914E-5	8.441315003437921E-5	1.4049261380932876E-6	6.939374725334346E-4	0.5871574282646179	0.9999955892562866	2.7625911752693355E-4	0.005297417286783457	0.002629599068313837	5.613516623270698E-5	6.281062815105543E-5	5.1645433813973796E-6	0.9999969601631165	2.0440700609469786E-5	0.24538074433803558	3.898771246895194E-4	0.7809123396873474	5.671438884746749E-6	858
9.783696150407195E-4	0.08246289193630219	1.5229497876134701E-5	0.03733464330434799	1.3978252354718279E-5	0.9999898076057434	6.094957279856317E-5	1.1655131856969092E-5	6.943821063032374E-5	4.903644139631069E-7	6.795070366933942E-4	0.7498292922973633	0.9999985098838806	5.211661118664779E-5	0.0037913911510258913	0.0017372260335832834	6.616963219130412E-5	7.358047878369689E-5	1.5485244375668117E-6	0.9996085166931152	4.8501897254027426E-5	0.3247990608215332	0.37308162450790405	1.2597619206644595E-4	1.4182445738697425E-5	459
0.008856378495693207	0.016179872676730156	8.766954124439508E-6	0.019177008420228958	5.1884276217606384E-6	0.999984622001648	8.435451309196651E-5	2.6369123133918038E-6	1.1985897799604572E-5	5.601404140520572E-8	0.0016355111729353666	0.9296454787254333	0.9999995827674866	1.564972262713127E-5	8.112899959087372E-4	4.2547009070403874E-4	2.6013809838332236E-4	2.3075735953170806E-4	7.309165994229261E-6	0.9998959302902222	2.4169396056095138E-5	0.14753282070159912	7.591041503474116E-4	0.7419954538345337	2.1039093098806916E-6	495
3.387904725968838E-4	0.0915590450167656	7.628545063198544E-6	0.12527316808700562	5.598369625658961E-6	0.999995768070221	2.399948971287813E-5	9.354641406389419E-6	4.69952319690492E-5	6.063604018891056E-7	3.5675353137776256E-4	0.39130035042762756	0.999999463558197	2.6085539502673782E-5	0.004678131081163883	0.0022252376656979322	3.068562364205718E-5	4.024336885777302E-5	7.679944928895566E-7	0.9999726414680481	1.4195295079844072E-5	0.5052666068077087	0.469363272190094	2.5851226382656023E-5	1.8301618183613755E-5	635
3.5094688064418733E-4	0.05782237648963928	2.603995426397887E-6	0.01679372414946556	1.4512966117763426E-5	0.9999853372573853	4.268518023309298E-5	3.1444933483726345E-6	8.800621435511857E-5	3.0963218478063936E-7	1.6216291987802833E-4	0.2502394914627075	0.9132734537124634	4.500315117184073E-5	9.657706832513213E-4	8.801959920674562E-4	9.20882939681178E-6	9.194313861371484E-6	3.0909185966265795E-7	0.9999603629112244	2.8537633625091985E-5	0.46973904967308044	0.3308970034122467	0.20327192544937134	1.0141111488337629E-5	800
0.0014569832710549235	0.04710850864648819	1.0514023415453266E-5	0.011074095033109188	2.2021080440026708E-5	0.9999848008155823	3.192324365954846E-4	1.4879617083352059E-5	3.220405778847635E-4	6.70145709591452E-7	7.120597292669117E-4	0.10747823119163513	0.01822909340262413	1.7859121726360172E-4	0.0015474871033802629	6.374841323122382E-4	1.864426963038568E-6	1.7513990542283864E-6	9.8147449989483E-7	0.004550602287054062	1.0146798103960464E-6	0.5376541018486023	0.7066310048103333	0.7157580256462097	6.964316980884178E-6	262
0.01180385984480381	0.005085179582238197	0.014085679315030575	0.022982820868492126	1.896355825010687E-4	0.9892116785049438	0.006261840928345919	0.003902105148881674	0.012410914525389671	5.878675437998027E-6	2.2474120487459004E-4	0.04857528209686279	0.9787688851356506	0.0012167920358479023	0.0024749538861215115	9.67890489846468E-4	1.868552772066323E-6	1.645863676458248E-6	4.230021659168415E-6	1.5513224934693426E-4	7.060291977722954E-7	0.17564323544502258	9.250901639461517E-4	4.840307519771159E-5	7.104476935637649E-6	260
1.813849958125502E-4	0.04282601177692413	5.818963472847827E-6	0.010474602691829205	1.485459870309569E-5	0.9999902248382568	3.524846033542417E-5	4.101450031157583E-6	4.335219637141563E-5	5.99425902692019E-7	1.318738650297746E-4	0.21812841296195984	0.9999505281448364	4.24390600528568E-5	0.0017607498448342085	0.0017477032961323857	8.243088814197108E-5	8.485445869155228E-5	6.083570269765914E-7	0.9999998807907104	1.1860323866130784E-5	0.7823140025138855	2.0949651661794633E-4	0.7582395076751709	7.670290074202057E-7	34
